LGA_2011,Local Government Areas - 2011,INDEX_TYPE,Index Type,MEASURE,Measure,Value
34770,Mackay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1007
34770,Mackay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,813
34770,Mackay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1147
34770,Mackay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,112812
34800,McKinlay (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1001
34800,McKinlay (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,928
34800,McKinlay (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1054
34800,McKinlay (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1056
34830,Mapoon (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,740
34830,Mapoon (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,740
34830,Mapoon (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,968
34830,Mapoon (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,264
34860,Maranoa (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,989
34860,Maranoa (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,846
34860,Maranoa (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1087
34860,Maranoa (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,13078
35010,Moreton Bay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,999
35010,Moreton Bay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,667
35010,Moreton Bay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1188
35010,Moreton Bay (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,377992
35250,Mornington (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,669
35250,Mornington (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,669
35250,Mornington (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,669
35250,Mornington (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1139
35300,Mount Isa (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,986
35300,Mount Isa (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,630
35300,Mount Isa (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1186
35300,Mount Isa (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,21237
35600,Murweh (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,947
35600,Murweh (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,842
35600,Murweh (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1063
35600,Murweh (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4613
35670,Napranum (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,602
35670,Napranum (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,602
35670,Napranum (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,602
35670,Napranum (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,854
35760,North Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,917
35760,North Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,748
35760,North Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1063
35760,North Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,10128
35780,Northern Peninsula Area (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,750
35780,Northern Peninsula Area (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,633
35780,Northern Peninsula Area (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,885
35780,Northern Peninsula Area (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2299
35790,Palm Island (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,650
35790,Palm Island (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,650
35790,Palm Island (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,650
35790,Palm Island (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2339
35800,Paroo (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,905
35800,Paroo (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,791
35800,Paroo (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1063
35800,Paroo (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1865
36070,Pormpuraaw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,687
36070,Pormpuraaw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,687
36070,Pormpuraaw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,687
36070,Pormpuraaw (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,663
36150,Quilpie (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,941
36150,Quilpie (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,886
36150,Quilpie (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1004
36150,Quilpie (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,969
36250,Redland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1030
36250,Redland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,758
36250,Redland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1180
36250,Redland (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,138641
36300,Richmond (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,964
36300,Richmond (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,909
36300,Richmond (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1033
36300,Richmond (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,826
36360,Rockhampton (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,966
36360,Rockhampton (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,716
36360,Rockhampton (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1137
36360,Rockhampton (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,109369
36510,Scenic Rim (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,979
36510,Scenic Rim (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,781
36510,Scenic Rim (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1140
36510,Scenic Rim (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,36427
36580,Somerset (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,932
36580,Somerset (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,720
36580,Somerset (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1023
36580,Somerset (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,21654
36630,South Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,914
36630,South Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,765
36630,South Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1089
36630,South Burnett (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,31006
36660,Southern Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,929
36660,Southern Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,760
36660,Southern Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1047
36660,Southern Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,33850
36710,Sunshine Coast (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1001
36710,Sunshine Coast (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,760
36710,Sunshine Coast (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1223
36710,Sunshine Coast (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,306889
36810,Tablelands (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,932
36810,Tablelands (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,648
36810,Tablelands (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1061
36810,Tablelands (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,43762
36910,Toowoomba (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,980
36910,Toowoomba (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,765
36910,Toowoomba (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1166
36910,Toowoomba (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,151215
36950,Torres (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,910
36950,Torres (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,796
36950,Torres (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1012
36950,Torres (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,3255
36960,Torres Strait Island (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,729
36960,Torres Strait Island (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,661
36960,Torres Strait Island (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,792
36960,Torres Strait Island (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4243
37010,Townsville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1002
37010,Townsville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,644
37010,Townsville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1198
37010,Townsville (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,174464
37300,Weipa (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1049
37300,Weipa (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,1028
37300,Weipa (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1068
37300,Weipa (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,3341
37310,Western Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,963
37310,Western Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,724
37310,Western Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1080
37310,Western Downs (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,31610
37340,Whitsunday (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,966
37340,Whitsunday (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,813
37340,Whitsunday (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1095
37340,Whitsunday (R),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,31393
37400,Winton (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,931
37400,Winton (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,871
37400,Winton (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1039
37400,Winton (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1338
37550,Woorabinda (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,592
37550,Woorabinda (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,589
37550,Woorabinda (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1034
37550,Woorabinda (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,942
37570,Wujal Wujal (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,697
37570,Wujal Wujal (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,697
37570,Wujal Wujal (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,857
37570,Wujal Wujal (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,269
37600,Yarrabah (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,554
37600,Yarrabah (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,551
37600,Yarrabah (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,558
37600,Yarrabah (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2406
40070,Adelaide (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1036
40070,Adelaide (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,909
40070,Adelaide (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1141
40070,Adelaide (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,19606
40120,Adelaide Hills (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1077
40120,Adelaide Hills (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,930
40120,Adelaide Hills (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1155
40120,Adelaide Hills (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,38601
40220,Alexandrina (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,969
40220,Alexandrina (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,843
40220,Alexandrina (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1072
40220,Alexandrina (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,23693
40250,Anangu Pitjantjatjara (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,672
40250,Anangu Pitjantjatjara (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,566
40250,Anangu Pitjantjatjara (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,912
40250,Anangu Pitjantjatjara (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2433
40310,Barossa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,997
40310,Barossa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,846
40310,Barossa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1095
40310,Barossa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,22174
40430,Barunga West (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,940
40430,Barunga West (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,804
40430,Barunga West (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1042
40430,Barunga West (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2467
40520,Berri and Barmera (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,899
40520,Berri and Barmera (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,760
40520,Berri and Barmera (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1019
40520,Berri and Barmera (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,10590
40700,Burnside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1090
40700,Burnside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,942
40700,Burnside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1177
40700,Burnside (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,42168
40910,Campbelltown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1003
40910,Campbelltown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,792
40910,Campbelltown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1148
40910,Campbelltown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,48182
41010,Ceduna (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,922
41010,Ceduna (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,553
41010,Ceduna (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1006
41010,Ceduna (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,3485
41060,Charles Sturt (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,971
41060,Charles Sturt (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,664
41060,Charles Sturt (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1105
41060,Charles Sturt (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,104922
41140,Clare and Gilbert Valleys (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,984
41140,Clare and Gilbert Valleys (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,806
41140,Clare and Gilbert Valleys (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1076
41140,Clare and Gilbert Valleys (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,8750
41190,Cleve (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,995
41190,Cleve (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,922
41190,Cleve (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1075
41190,Cleve (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1729
41330,Coober Pedy (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,869
41330,Coober Pedy (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,800
41330,Coober Pedy (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,951
41330,Coober Pedy (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1694
41560,Copper Coast (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,910
41560,Copper Coast (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,739
41560,Copper Coast (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1035
41560,Copper Coast (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,12929
41750,Elliston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,978
41750,Elliston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,960
41750,Elliston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1044
41750,Elliston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1045
41830,Flinders Ranges (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,944
41830,Flinders Ranges (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,885
41830,Flinders Ranges (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1041
41830,Flinders Ranges (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1703
41960,Franklin Harbour (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,951
41960,Franklin Harbour (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,923
41960,Franklin Harbour (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1014
41960,Franklin Harbour (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1271
42030,Gawler (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,952
42030,Gawler (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,728
42030,Gawler (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1121
42030,Gawler (T),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,20546
42110,Goyder (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,931
42110,Goyder (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,841
42110,Goyder (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1028
42110,Goyder (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4178
42250,Grant (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,994
42250,Grant (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,841
42250,Grant (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1062
42250,Grant (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,7840
42600,Holdfast Bay (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1034
42600,Holdfast Bay (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,801
42600,Holdfast Bay (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1131
42600,Holdfast Bay (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,34646
42750,Kangaroo Island (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,963
42750,Kangaroo Island (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,897
42750,Kangaroo Island (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1028
42750,Kangaroo Island (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4415
43080,Karoonda East Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,972
43080,Karoonda East Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,940
43080,Karoonda East Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1012
43080,Karoonda East Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1035
43220,Kimba (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1019
43220,Kimba (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,956
43220,Kimba (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1100
43220,Kimba (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1087
43360,Kingston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,955
